归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数
TD,2101980,210,yc,2022/7/1,8,7,7,0,0,0,31,31,31,31,31,31,0,0,0,1,1,1,1,1,1
TD,2101979,210,yc,2022/7/1,3,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101976,210,yc,2022/7/1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101974,210,yc,2022/7/1,10,10,11,1684,1914,1914,2914,2914,2914,2914,2914,2914,4,4,4,4,4,4,4,4,4
TD,2101973,210,yc,2022/7/1,3,3,5,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
TD,2101965,210,yc,2022/7/1,15,10,12,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2101964,210,yc,2022/7/1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101962,210,yc,2022/7/1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101949,210,yc,2022/7/1,3,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101947,210,yc,2022/7/1,3,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101886,210,yc,2022/7/1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101885,210,yc,2022/7/1,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101884,210,yc,2022/7/1,9,9,9,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2101883,210,yc,2022/7/1,17,14,19,75,81,81,81,81,81,81,81,81,3,4,4,4,4,4,4,4,4
TD,2101882,210,yc,2022/7/1,4,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101881,210,yc,2022/7/1,5,4,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101569,210,yc,2022/7/1,1,2,3,966,2208,2602,2730,2730,2730,2730,2730,2730,2,2,2,2,2,2,2,2,2
TD,2101568,210,yc,2022/7/1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101564,210,yc,2022/7/1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2101562,210,yc,2022/7/1,9,9,15,48,84,86,87,87,87,87,87,87,4,4,4,4,4,4,4,4,4
TD,2101561,210,yc,2022/7/1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,11020001,1102,icn,2022/7/1,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010004,901,icn,2022/7/2,6,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,9010003,901,icn,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,9010001,901,icn,2022/7/2,35,28,61,66,165,280,1161,1161,1162,1162,1162,1162,6,6,8,8,8,9,9,9,9
TD,8721052,872,icn,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8721017,872,icn,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8721008,872,icn,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,8721006,872,icn,2022/7/2,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,7110024,711,icn,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6115,6115,yc,2022/7/2,57,32,35,48,48,48,212,212,212,212,212,212,3,3,3,6,6,6,6,6,6
ORIG,6114,6114,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6113,6113,yc,2022/7/2,10,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
ORIG,6112,6112,yc,2022/7/2,6,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6111,6111,yc,2022/7/2,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6055,6055,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6054,6054,yc,2022/7/2,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6050,6050,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6049,6049,yc,2022/7/2,5,4,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6048,6048,yc,2022/7/2,5,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6047,6047,yc,2022/7/2,2,2,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6045,6045,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6044,6044,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6043,6043,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6042,6042,yc,2022/7/2,14,11,12,0,0,0,358,358,358,358,358,358,0,0,0,1,1,1,1,1,1
ORIG,6010,6010,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6009,6009,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6008,6008,yc,2022/7/2,1,1,1,132,132,132,132,132,132,132,132,132,1,1,1,1,1,1,1,1,1
ORIG,6007,6007,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,6006,6006,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5999,5999,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5998,5998,yc,2022/7/2,8,8,8,140,140,140,140,140,140,140,140,140,2,2,2,2,2,2,2,2,2
ORIG,5997,5997,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5996,5996,yc,2022/7/2,23,21,22,486,487,493,633,633,633,633,633,633,4,5,6,7,7,7,7,7,7
ORIG,5989,5989,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5987,5987,yc,2022/7/2,1,1,2,0,0,0,30,30,30,30,30,30,0,0,0,1,1,1,1,1,1
ORIG,5985,5985,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5984,5984,yc,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5983,5983,yc,2022/7/2,15,12,20,6,38,148,216,216,216,216,216,216,1,2,3,3,3,3,3,3,3
ORIG,5982,5982,yc,2022/7/2,4,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
ORIG,5861,5861,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5856,5856,yc,2022/7/2,148,106,154,3,930,1093,1123,1123,1123,1123,1123,1123,3,6,8,9,9,9,9,9,9
ORIG,5797,5797,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5784,5784,yc,2022/7/2,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5719,5719,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5711,5711,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5691,5691,yc,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5671,5671,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5590,5590,yc,2022/7/2,3,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5569,5569,yc,2022/7/2,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5550,5550,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5518,5518,yc,2022/7/2,96,109,150,9,223,253,343,343,343,343,343,343,3,5,5,5,5,5,5,5,5
ORIG,5512,5512,yc,2022/7/2,15,27,35,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2
ORIG,5510,5510,yc,2022/7/2,65,73,60,50,70,73,73,73,73,73,73,73,21,36,38,38,38,38,38,38,38
ORIG,5505,5505,yc,2022/7/2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,5503,5503,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5502,5502,yc,2022/7/2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ORIG,5501,5501,yc,2022/7/2,8,5,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
ORIG,5491,5491,yc,2022/7/2,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
ORIG,5489,5489,yc,2022/7/2,44,32,46,38,139,155,159,159,159,159,159,159,3,3,3,3,3,3,3,3,3
ORIG,5488,5488,yc,2022/7/2,12,6,7,6,6,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
ORIG,5486,5486,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5485,5485,yc,2022/7/2,246,405,1064,243,252,252,252,252,252,252,252,252,4,5,5,5,5,5,5,5,5
ORIG,5468,5468,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5467,5467,yc,2022/7/2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5454,5454,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,5075,5075,yc,2022/7/2,56,40,42,166,172,172,182,182,182,182,182,182,5,6,6,6,6,6,6,6,6
ORIG,4951,4951,yc,2022/7/2,4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4940,4940,yc,2022/7/2,49,17,42,6,7,16,27,27,27,27,27,27,1,2,5,6,6,6,6,6,6
ORIG,4914,4914,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
ORIG,4913,4913,yc,2022/7/2,85,66,127,327,709,1104,1818,1818,1818,1818,1818,1818,9,11,12,14,14,14,14,14,14
TD,2570012,257,icn,2022/7/2,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160209,216,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160207,216,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160206,216,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160109,216,yc,2022/7/2,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160108,216,yc,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160106,216,yc,2022/7/2,6,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160105,216,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160102,216,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2160101,216,yc,2022/7/2,9,6,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130497,213,yc,2022/7/2,3,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130495,213,yc,2022/7/2,4,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130490,213,yc,2022/7/2,8,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130489,213,yc,2022/7/2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130487,213,yc,2022/7/2,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130485,213,yc,2022/7/2,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130484,213,yc,2022/7/2,6,5,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130480,213,yc,2022/7/2,4,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130472,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130471,213,yc,2022/7/2,5,3,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130470,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130469,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130467,213,yc,2022/7/2,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130466,213,yc,2022/7/2,1,1,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130465,213,yc,2022/7/2,4,3,3,68,68,68,68,68,68,68,68,68,1,1,1,1,1,1,1,1,1
TD,2130464,213,yc,2022/7/2,4,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130461,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130444,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130443,213,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130441,213,yc,2022/7/2,1,1,1,0,68,104,104,104,104,104,104,104,0,1,1,1,1,1,1,1,1
TD,2130409,213,yc,2022/7/2,4,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130408,213,yc,2022/7/2,4,3,5,409,409,753,1077,1077,1077,1077,1077,1077,1,1,1,1,1,1,1,1,1
TD,2130407,213,yc,2022/7/2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130406,213,yc,2022/7/2,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130405,213,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130404,213,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130403,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130401,213,yc,2022/7/2,2,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130390,213,yc,2022/7/2,5,4,4,30,66,96,126,126,126,126,126,126,1,2,2,2,2,2,2,2,2
TD,2130386,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130385,213,yc,2022/7/2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130384,213,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130381,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130373,213,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130350,213,yc,2022/7/2,5,5,5,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2130349,213,yc,2022/7/2,3,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130346,213,yc,2022/7/2,1,1,2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
TD,2130341,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130340,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130338,213,yc,2022/7/2,2,2,6,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
TD,2130337,213,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130336,213,yc,2022/7/2,1,1,1,36,36,39,39,39,39,39,39,39,1,1,1,1,1,1,1,1,1
TD,2130335,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130334,213,yc,2022/7/2,1,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130332,213,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130331,213,yc,2022/7/2,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130327,213,yc,2022/7/2,9,8,10,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130325,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130324,213,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130321,213,yc,2022/7/2,5,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130313,213,yc,2022/7/2,17,14,14,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130306,213,yc,2022/7/2,9,8,9,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2130305,213,yc,2022/7/2,14,12,12,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3
TD,2130304,213,yc,2022/7/2,1,1,1,75,75,75,75,75,75,75,75,75,1,1,1,1,1,1,1,1,1
TD,2130301,213,yc,2022/7/2,7,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130210,213,yc,2022/7/2,5,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130209,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130205,213,yc,2022/7/2,4,3,3,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2130204,213,yc,2022/7/2,4,4,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130202,213,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2130159,213,yc,2022/7/2,5,4,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120108,212,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120059,212,yc,2022/7/2,2,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120057,212,yc,2022/7/2,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120055,212,yc,2022/7/2,2,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120054,212,yc,2022/7/2,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120053,212,yc,2022/7/2,6,6,6,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2120052,212,yc,2022/7/2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120049,212,yc,2022/7/2,16,15,23,26,26,26,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5
TD,2120048,212,yc,2022/7/2,3,3,5,6,36,36,42,42,42,42,42,42,1,2,2,2,2,2,2,2,2
TD,2120047,212,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2120046,212,yc,2022/7/2,7,5,6,60,60,60,60,60,60,60,60,60,1,1,1,1,1,1,1,1,1
TD,2120045,212,yc,2022/7/2,2,2,4,7,7,7,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1
TD,2120044,212,yc,2022/7/2,7,6,9,0,0,6,6,6,6,6,6,6,0,0,1,1,1,1,1,1,1
TD,2120042,212,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2111000,211,yc,2022/7/2,39,34,40,986,992,998,8826,8826,8826,8826,8826,8826,8,8,9,9,9,9,9,9,9
TD,2110337,211,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110332,211,yc,2022/7/2,1,1,1,188,382,1122,1722,1722,1722,1722,1722,1722,1,1,1,1,1,1,1,1,1
TD,2110331,211,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110321,211,yc,2022/7/2,35,26,31,1132,1640,2244,2244,2244,2244,2244,2244,2244,7,7,7,7,7,7,7,7,7
TD,2110309,211,yc,2022/7/2,6,6,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110308,211,yc,2022/7/2,9,7,10,12,111,383,461,461,461,461,461,461,2,2,2,2,2,2,2,2,2
TD,2110306,211,yc,2022/7/2,19,14,17,1,1,337,397,397,397,397,397,397,1,1,2,2,2,2,2,2,2
TD,2110303,211,yc,2022/7/2,19,15,16,104,104,110,471,471,471,471,471,471,2,2,3,3,3,3,3,3,3
TD,2110302,211,yc,2022/7/2,6,5,5,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2110301,211,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110092,211,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110087,211,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110086,211,yc,2022/7/2,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110084,211,yc,2022/7/2,3,3,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110083,211,yc,2022/7/2,6,5,5,36,36,36,36,36,36,36,36,36,2,2,2,2,2,2,2,2,2
TD,2110081,211,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110007,211,yc,2022/7/2,5,4,5,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2110004,211,yc,2022/7/2,2,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2110002,211,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103202,210,yc,2022/7/2,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103201,210,yc,2022/7/2,2,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103197,210,yc,2022/7/2,5,5,7,36,36,36,36,36,36,36,36,36,1,1,1,1,1,1,1,1,1
TD,2103194,210,yc,2022/7/2,4,3,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103193,210,yc,2022/7/2,19,17,19,340,340,340,1792,1792,1792,1792,1792,1792,5,5,5,6,6,6,6,6,6
TD,2103192,210,yc,2022/7/2,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103191,210,yc,2022/7/2,13,11,12,46,194,364,416,416,416,416,416,416,2,4,4,4,4,4,4,4,4
TD,2103170,210,yc,2022/7/2,25,23,20,72,72,72,140,140,140,140,140,140,3,3,3,3,3,3,3,3,3
TD,2103169,210,yc,2022/7/2,21,13,13,97,97,103,107,107,107,107,107,107,4,4,4,4,4,4,4,4,4
TD,2103139,210,yc,2022/7/2,25,20,24,254,297,485,485,485,485,485,485,485,3,4,4,4,4,4,4,4,4
TD,2103094,210,yc,2022/7/2,4,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2103046,210,yc,2022/7/2,26,28,53,128,395,661,667,667,667,667,667,667,9,9,9,9,9,9,9,9,9
TD,2103028,210,yc,2022/7/2,8,8,9,68,68,68,68,68,68,68,68,68,1,1,1,1,1,1,1,1,1
TD,2103024,210,yc,2022/7/2,9,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TD,2102669,210,yc,2022/7/2,3,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2102667,210,yc,2022/7/2,13,3,3,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3
TD,2102666,210,yc,2022/7/2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102665,210,yc,2022/7/2,9,7,8,32,32,32,32,32,32,32,32,32,7,7,7,7,7,7,7,7,7
TD,2102664,210,yc,2022/7/2,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
TD,2102663,210,yc,2022/7/2,2,2,2,128,128,128,128,128,128,128,128,128,1,1,1,1,1,1,1,1,1
TD,2102662,210,yc,2022/7/2,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TD,2102661,210,yc,2022/7/2,7,3,3,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2102090,210,yc,2022/7/2,12,11,15,66,66,66,66,66,66,66,66,66,2,2,2,2,2,2,2,2,2
TD,2102089,210,yc,2022/7/2,3,1,3,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
TD,2102080,210,yc,2022/7/2,4,4,7,90,90,90,90,90,90,90,90,90,1,1,1,1,1,1,1,1,1
TD,2102078,210,yc,2022/7/2,3,3,3,6,36,36,36,36,36,36,36,36,1,2,2,2,2,2,2,2,2
TD,2102077,210,yc,2022/7/2,1,1,2,0,45,45,45,45,45,45,45,45,0,1,1,1,1,1,1,1,1
TD,2102074,210,yc,2022/7/2,3,2,2,12,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2
TD,2102000,210,yc,2022/7/2,10,9,11,110,110,376,376,376,376,376,376,376,2,2,2,2,2,2,2,2,2
TD,2101999,210,yc,2022/7/2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1
