归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数,次留,三留,七留,月留
TD,2103201,210,yc,2022-07-01,2,2,2,0,36,36,36,36,-,-,-,36,0,1,1,1,1,-,-,-,1,1,0,0,0
TD,2103197,210,yc,2022-07-01,1,1,3,98,1636,2412,2478,3174,-,-,-,3438,1,1,1,1,1,-,-,-,1,1,1,1,1
TD,2103194,210,yc,2022-07-01,4,2,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2103193,210,yc,2022-07-01,26,28,39,66,126,126,207,219,-,-,-,219,4,6,6,8,8,-,-,-,8,13,6,3,1
TD,2103192,210,yc,2022-07-01,4,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2103191,210,yc,2022-07-01,19,14,21,62,68,68,492,746,-,-,-,923,6,7,7,7,7,-,-,-,7,9,7,3,1
TD,2103173,210,icn,2022-07-01,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2103170,210,yc,2022-07-01,18,15,16,435,441,441,441,441,-,-,-,441,3,3,3,3,3,-,-,-,3,3,3,0,0
TD,2103169,210,yc,2022-07-01,22,19,26,72,146,3072,3072,3072,-,-,-,3072,7,8,9,9,9,-,-,-,9,7,1,1,0
TD,2103139,210,yc,2022-07-01,33,27,40,1588,10308,18803,27759,46033,-,-,-,60854,11,11,12,12,12,-,-,-,12,10,6,4,2
TD,2103094,210,yc,2022-07-01,5,4,6,6,6,36,66,66,-,-,-,66,1,1,1,1,1,-,-,-,1,2,1,1,0
TD,2103046,210,yc,2022-07-01,19,14,14,1,1,105,135,135,-,-,-,135,1,1,2,2,2,-,-,-,2,5,0,1,0
TD,2103028,210,yc,2022-07-01,10,10,13,1630,1956,2084,2084,2084,-,-,-,2084,5,5,5,5,5,-,-,-,5,4,3,0,0
TD,2103024,210,yc,2022-07-01,13,10,21,20,26,44,44,44,-,-,-,44,5,5,5,5,5,-,-,-,5,4,3,3,0
TD,2102669,210,yc,2022-07-01,10,8,8,18,18,18,18,18,-,-,-,18,3,3,3,3,3,-,-,-,3,3,1,1,0
TD,2102667,210,yc,2022-07-01,7,6,6,18,18,18,18,18,-,-,-,18,3,3,3,3,3,-,-,-,3,2,2,0,0
TD,2102666,210,yc,2022-07-01,4,3,3,13,14,15,15,15,-,-,-,15,3,3,3,3,3,-,-,-,3,2,1,0,0
TD,2102665,210,yc,2022-07-01,17,12,15,18,24,24,24,24,-,-,-,24,3,3,3,3,3,-,-,-,3,2,0,0,0
TD,2102664,210,yc,2022-07-01,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2102663,210,yc,2022-07-01,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2102662,210,yc,2022-07-01,5,3,3,18,18,18,18,18,-,-,-,18,3,3,3,3,3,-,-,-,3,1,0,0,0
TD,2102661,210,yc,2022-07-01,14,12,12,31,33,35,35,35,-,-,-,35,6,6,6,6,6,-,-,-,6,3,1,0,0
TD,2102090,210,yc,2022-07-01,16,15,16,48,68,204,382,2130,-,-,-,3206,4,4,4,4,4,-,-,-,4,7,4,5,1
TD,2102077,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2102000,210,yc,2022-07-01,8,8,19,1,1,1,1,2,-,-,-,5,1,1,1,1,2,-,-,-,2,3,1,1,1
TD,2101999,210,yc,2022-07-01,15,15,16,12,24,378,378,378,-,-,-,378,2,4,4,4,4,-,-,-,4,6,5,2,0
TD,2101998,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101997,210,yc,2022-07-01,3,3,3,42,42,42,42,42,-,-,-,42,2,2,2,2,2,-,-,-,2,2,1,0,0
TD,2101995,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
TD,2101994,210,yc,2022-07-01,4,4,4,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2101980,210,yc,2022-07-01,8,7,7,0,0,0,31,31,-,-,-,31,0,0,0,1,1,-,-,-,1,0,0,0,1
TD,2101979,210,yc,2022-07-01,3,2,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101976,210,yc,2022-07-01,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101974,210,yc,2022-07-01,10,10,11,174,1726,1914,2914,2914,-,-,-,2914,4,4,4,4,4,-,-,-,4,3,2,1,0
TD,2101973,210,yc,2022-07-01,3,3,9,1,1,2,2,2,-,-,-,4,1,1,1,1,1,-,-,-,1,1,1,1,1
TD,2101965,210,yc,2022-07-01,15,10,13,6,12,12,12,12,-,-,-,12,1,2,2,2,2,-,-,-,2,4,3,1,0
TD,2101964,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101962,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101949,210,yc,2022-07-01,3,2,2,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2101947,210,yc,2022-07-01,3,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101886,210,yc,2022-07-01,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101885,210,yc,2022-07-01,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101884,210,yc,2022-07-01,9,8,7,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,3,1,0,0
TD,2101883,210,yc,2022-07-01,17,14,17,75,75,81,81,81,-,-,-,81,3,3,4,4,4,-,-,-,4,4,4,0,0
TD,2101882,210,yc,2022-07-01,4,4,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
TD,2101881,210,yc,2022-07-01,5,4,5,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,2,1,0,0
TD,2101569,210,yc,2022-07-01,1,2,3,72,1614,2336,2730,3134,-,-,-,3360,1,2,2,2,2,-,-,-,2,2,2,2,1
TD,2101568,210,yc,2022-07-01,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101564,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101562,210,yc,2022-07-01,9,12,19,36,102,103,105,105,-,-,-,111,6,7,7,7,7,-,-,-,7,6,5,4,0
TD,2101561,210,yc,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,1,0,0
ORIG,2101019,2101019,yc,2022-07-01,63,44,56,459,525,752,1308,1909,-,-,-,2504,13,14,16,16,17,-,-,-,17,18,14,12,6
TD,11020001,1102,icn,2022-07-01,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,0,0,icn,2022-07-01,134,99,130,18463,31926,38105,75667,96199,-,-,-,105788,21,28,30,33,34,-,-,-,34,37,32,23,13
TD,9010004,901,icn,2022-07-02,6,4,5,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,2,1,1,1
TD,9010003,901,icn,2022-07-02,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,9010001,901,icn,2022-07-02,35,25,40,43,76,240,1130,1913,-,-,-,2982,3,6,7,7,7,-,-,-,7,15,7,6,3
TD,8721052,872,icn,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,8721017,872,icn,2022-07-02,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,8721008,872,icn,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,1,0,0
TD,8721006,872,icn,2022-07-02,1,1,1,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,7110024,711,icn,2022-07-02,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6115,6115,yc,2022-07-02,57,32,37,42,48,48,212,212,-,-,-,214,3,3,3,6,6,-,-,-,8,13,11,7,1
ORIG,6114,6114,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6113,6113,yc,2022-07-02,10,5,4,2,2,2,2,2,-,-,-,2,2,2,2,2,2,-,-,-,2,2,1,0,0
ORIG,6112,6112,yc,2022-07-02,6,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6111,6111,yc,2022-07-02,1,1,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6055,6055,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6054,6054,yc,2022-07-02,3,85,57,0,1,1300,-,-,-,-,-,1300,0,1,6,-,-,-,-,-,6,15,44,4,-
ORIG,6050,6050,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6049,6049,yc,2022-07-02,5,4,5,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,1,0
ORIG,6048,6048,yc,2022-07-02,5,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6047,6047,yc,2022-07-02,2,2,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,1,0
ORIG,6045,6045,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
ORIG,6044,6044,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6043,6043,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
ORIG,6042,6042,yc,2022-07-02,14,12,13,0,0,0,358,1600,-,-,-,1728,0,0,0,1,2,-,-,-,2,5,0,2,0
ORIG,6010,6010,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6009,6009,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6008,6008,yc,2022-07-02,1,1,1,96,132,132,132,132,-,-,-,132,1,1,1,1,1,-,-,-,1,1,1,0,0
ORIG,6007,6007,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6006,6006,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5999,5999,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5998,5998,yc,2022-07-02,8,8,7,72,140,140,140,140,-,-,-,140,2,2,2,2,2,-,-,-,2,1,0,0,0
ORIG,5997,5997,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5996,5996,yc,2022-07-02,23,21,23,480,487,493,663,1680,-,-,-,1680,3,5,6,7,7,-,-,-,7,6,2,0,1
ORIG,5989,5989,yc,2022-07-02,1,1,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
ORIG,5987,5987,yc,2022-07-02,1,1,3,0,0,0,50,50,-,-,-,50,0,0,0,1,1,-,-,-,1,0,0,1,0
ORIG,5985,5985,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5984,5984,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5983,5983,yc,2022-07-02,15,12,21,6,6,142,276,792,-,-,-,792,1,1,2,3,3,-,-,-,3,4,4,2,0
ORIG,5982,5982,yc,2022-07-02,4,2,3,6,6,6,6,36,-,-,-,36,1,1,1,1,1,-,-,-,1,0,0,0,1
ORIG,5861,5861,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5856,5856,yc,2022-07-02,130,106,163,14,797,1165,1285,2451,-,-,-,2687,5,6,8,9,9,-,-,-,10,61,21,7,5
ORIG,5797,5797,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5784,5784,yc,2022-07-02,6,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5719,5719,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5711,5711,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5691,5691,yc,2022-07-02,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5671,5671,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5590,5590,yc,2022-07-02,3,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5569,5569,yc,2022-07-02,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5550,5550,yc,2022-07-02,1,1,1,0,0,0,0,-,-,-,-,,0,0,0,0,-,-,-,-,0,0,0,0,-
ORIG,5518,5518,yc,2022-07-02,95,115,156,7,15,223,471,905,-,-,-,1093,2,4,5,5,5,-,-,-,5,68,25,3,2
ORIG,5512,5512,yc,2022-07-02,15,27,35,7,7,7,7,7,-,-,-,7,2,2,2,2,2,-,-,-,2,6,1,1,0
ORIG,5510,5510,yc,2022-07-02,64,73,75,35,55,72,73,73,-,-,-,73,6,26,38,38,38,-,-,-,38,26,26,3,0
ORIG,5505,5505,yc,2022-07-02,2,1,1,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,0,0,0,0
ORIG,5503,5503,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5502,5502,yc,2022-07-02,1,1,1,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,0,0,0,0
ORIG,5501,5501,yc,2022-07-02,7,5,5,0,0,1,1,1,-,-,-,1,0,0,1,1,1,-,-,-,1,1,2,1,0
ORIG,5491,5491,yc,2022-07-02,1,1,1,0,0,0,1,1,-,-,-,1,0,0,0,1,1,-,-,-,1,1,0,0,1
ORIG,5489,5489,yc,2022-07-02,43,32,43,7,39,148,182,808,-,-,-,1154,2,3,3,3,4,-,-,-,4,22,20,3,1
ORIG,5488,5488,yc,2022-07-02,12,6,7,6,6,6,36,36,-,-,-,36,1,1,1,1,1,-,-,-,1,2,1,1,0
ORIG,5486,5486,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5485,5485,yc,2022-07-02,243,406,1066,243,252,252,252,320,-,-,-,410,4,5,5,5,5,-,-,-,5,331,35,8,3
ORIG,5468,5468,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5467,5467,yc,2022-07-02,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5454,5454,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5075,5075,yc,2022-07-02,53,41,43,24,172,172,182,182,-,-,-,182,4,6,6,6,6,-,-,-,6,10,7,1,0
ORIG,4951,4951,yc,2022-07-02,4,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4940,4940,yc,2022-07-02,43,18,54,0,6,16,27,27,-,-,-,27,0,1,5,6,6,-,-,-,6,10,9,7,1
ORIG,4914,4914,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,4913,4913,yc,2022-07-02,83,69,147,529,649,1562,2367,2666,-,-,-,2955,11,12,15,17,17,-,-,-,17,45,26,16,11
TD,2570012,257,icn,2022-07-02,2,2,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2160209,216,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160207,216,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160206,216,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160109,216,yc,2022-07-02,4,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160108,216,yc,2022-07-02,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160106,216,yc,2022-07-02,6,6,6,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,1,0
TD,2160105,216,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2160102,216,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160101,216,yc,2022-07-02,9,6,6,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,2160000,2160000,yc,2022-07-02,14,8,9,1,1,1,2,2,-,-,-,2,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2130497,213,yc,2022-07-02,3,3,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130495,213,yc,2022-07-02,4,3,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130490,213,yc,2022-07-02,8,4,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130489,213,yc,2022-07-02,2,2,2,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2130487,213,yc,2022-07-02,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130485,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130484,213,yc,2022-07-02,6,5,6,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,1,0,0
TD,2130480,213,yc,2022-07-02,4,3,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130472,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130471,213,yc,2022-07-02,5,3,2,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,1,0,0
TD,2130470,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
TD,2130469,213,yc,2022-07-02,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,1,0,0
TD,2130467,213,yc,2022-07-02,2,2,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130466,213,yc,2022-07-02,1,1,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130465,213,yc,2022-07-02,4,3,3,0,68,68,68,68,-,-,-,68,0,1,1,1,1,-,-,-,1,2,1,1,0
TD,2130464,213,yc,2022-07-02,4,7,11,1,61,61,80,81,-,-,-,81,1,1,1,2,3,-,-,-,3,3,1,1,0
TD,2130461,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130444,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130443,213,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130441,213,yc,2022-07-02,1,1,8,0,68,68,110,200,-,-,-,236,0,1,1,1,1,-,-,-,1,0,1,1,1
TD,2130409,213,yc,2022-07-02,4,3,3,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2130408,213,yc,2022-07-02,4,3,5,104,409,475,1077,1077,-,-,-,1077,1,1,1,1,1,-,-,-,1,2,1,2,0
TD,2130407,213,yc,2022-07-02,2,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130406,213,yc,2022-07-02,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130405,213,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130404,213,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130403,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,1
TD,2130401,213,yc,2022-07-02,2,1,1,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,2130390,213,yc,2022-07-02,5,5,8,90,90,156,388,390,-,-,-,390,2,2,3,3,3,-,-,-,3,2,2,3,1
TD,2130386,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130385,213,yc,2022-07-02,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130384,213,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130381,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130373,213,yc,2022-07-02,1,1,6,0,0,0,1,260,-,-,-,260,0,0,0,1,1,-,-,-,1,1,1,1,1
TD,2130350,213,yc,2022-07-02,5,5,5,12,12,12,12,12,-,-,-,12,2,2,2,2,2,-,-,-,2,3,1,0,0
TD,2130349,213,yc,2022-07-02,3,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130346,213,yc,2022-07-02,1,1,2,0,0,0,1,1,-,-,-,1,0,0,0,1,1,-,-,-,1,0,0,0,0
TD,2130341,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130340,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130338,213,yc,2022-07-02,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130337,213,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130336,213,yc,2022-07-02,1,1,1,6,36,36,48,830,-,-,-,893,1,1,1,1,1,-,-,-,1,1,1,0,1
TD,2130335,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130334,213,yc,2022-07-02,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130332,213,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130331,213,yc,2022-07-02,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130327,213,yc,2022-07-02,9,8,11,6,6,6,12,12,-,-,-,12,1,1,1,2,2,-,-,-,2,1,1,0,0
TD,2130325,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130324,213,yc,2022-07-02,1,1,1,6,6,6,6,-,-,-,-,6,1,1,1,1,-,-,-,-,1,0,0,0,-
TD,2130321,213,yc,2022-07-02,5,4,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130313,213,yc,2022-07-02,17,14,14,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,1,0,0
TD,2130306,213,yc,2022-07-02,9,9,12,12,12,12,12,13,-,-,-,13,2,2,2,2,3,-,-,-,3,2,0,0,0
TD,2130305,213,yc,2022-07-02,14,12,13,18,18,18,18,18,-,-,-,18,3,3,3,3,3,-,-,-,3,2,0,0,0
TD,2130304,213,yc,2022-07-02,1,1,1,75,75,75,75,75,-,-,-,75,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,2130301,213,yc,2022-07-02,7,3,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130210,213,yc,2022-07-02,5,3,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
TD,2130209,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130205,213,yc,2022-07-02,4,3,3,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,1,0,0
TD,2130204,213,yc,2022-07-02,4,4,5,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
TD,2130202,213,yc,2022-07-02,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130159,213,yc,2022-07-02,5,4,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,2,0,0,0
ORIG,2130000,2130000,yc,2022-07-02,30,28,24,6,42,48,48,48,-,-,-,48,1,2,3,3,3,-,-,-,3,5,2,1,0
TD,2120108,212,yc,2022-07-02,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2120059,212,yc,2022-07-02,2,2,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
TD,2120057,212,yc,2022-07-02,3,3,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,1,0,0
TD,2120055,212,yc,2022-07-02,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
